station_id,strdate,element,value,mflag,qflag,sflag,obstime
USW00094846,20030731,SNOW,0,,,0,
USW00094846,20030731,SNWD,0,,,0,
USW00094846,20030731,AWND,23,,,X,
USW00014819,20030801,TMAX,311,,,0,700
USW00014819,20030801,TMIN,189,,,0,700
USW00014819,20030801,PRCP,145,,,0,700
USW00014819,20030801,SNOW,0,T,,0,
USW00014819,20030801,SNWD,0,,,0,
USW00014819,20030801,AWND,42,,,B,
USW00094846,20030801,TMAX,294,,,0,2400
USW00094846,20030801,TMIN,178,,,0,2400
USW00094846,20030801,PRCP,569,,,0,2400
USW00094846,20030801,SNOW,0,T,,0,
USW00094846,20030801,SNWD,0,,,0,
USW00094846,20030801,AWND,35,,,X,
USW00014819,20030802,TMAX,294,,,0,700
USW00014819,20030802,TMIN,178,,,0,700
USW00014819,20030802,PRCP,0,,,0,700
USW00014819,20030802,SNOW,0,,,0,
USW00014819,20030802,SNWD,0,,,0,
USW00014819,20030802,AWND,36,,,B,
USW00094846,20030802,TMAX,289,,,0,2400
USW00094846,20030802,TMIN,156,,,0,2400
USW00094846,20030802,PRCP,140,,,0,2400
USW00094846,20030802,SNOW,0,,,0,
USW00094846,20030802,SNWD,0,,,0,
USW00094846,20030802,AWND,21,,,X,
USW00014819,20030803,TMAX,278,,,0,700
USW00014819,20030803,TMIN,183,,,0,700
USW00014819,20030803,PRCP,38,,,0,700
USW00014819,20030803,SNOW,0,,,0,
USW00014819,20030803,SNWD,0,,,0,
USW00014819,20030803,AWND,25,,,B,
USW00094846,20030803,TMAX,261,,,0,2400
USW00094846,20030803,TMIN,172,,,0,2400
USW00094846,20030803,PRCP,173,,,0,2400
USW00094846,20030803,SNOW,0,,,0,
USW00094846,20030803,SNWD,0,,,0,
USW00094846,20030803,AWND,13,,,X,
USW00014819,20030804,TMAX,250,,,0,700
USW00014819,20030804,TMIN,178,,,0,700
USW00014819,20030804,PRCP,0,,,0,700
USW00014819,20030804,SNOW,0,,,0,
USW00014819,20030804,SNWD,0,,,0,
USW00014819,20030804,AWND,30,,,B,
USW00094846,20030804,TMAX,244,,,0,2400
USW00094846,20030804,TMIN,167,,,0,2400
USW00094846,20030804,PRCP,0,,,0,2400
USW00094846,20030804,SNOW,0,,,0,
USW00094846,20030804,SNWD,0,,,0,
USW00094846,20030804,AWND,21,,,X,
USW00014819,20030805,TMAX,267,,,0,700
USW00014819,20030805,TMIN,172,,,0,700
USW00014819,20030805,PRCP,0,,,0,700
USW00014819,20030805,SNOW,0,,,0,
USW00014819,20030805,SNWD,0,,,0,
USW00014819,20030805,AWND,17,,,B,
USW00094846,20030805,TMAX,267,,,0,2400
USW00094846,20030805,TMIN,161,,,0,2400
USW00094846,20030805,PRCP,0,,,0,2400
USW00094846,20030805,SNOW,0,,,0,
USW00094846,20030805,SNWD,0,,,0,
USW00094846,20030805,AWND,17,,,X,
USW00014819,20030806,TMAX,283,,,0,700
USW00014819,20030806,TMIN,206,,,0,700
USW00014819,20030806,PRCP,13,,,0,700
USW00014819,20030806,SNOW,0,,,0,
USW00014819,20030806,SNWD,0,,,0,
USW00014819,20030806,AWND,16,,,B,
USW00094846,20030806,TMAX,283,,,0,2400
USW00094846,20030806,TMIN,183,,,0,2400
USW00094846,20030806,PRCP,13,,,0,2400
USW00094846,20030806,SNOW,0,,,0,
USW00094846,20030806,SNWD,0,,,0,
USW00094846,20030806,AWND,9,,,X,
USW00014819,20030807,TMAX,272,,,0,700
USW00014819,20030807,TMIN,200,,,0,700
USW00014819,20030807,PRCP,0,,,0,700
USW00014819,20030807,SNOW,0,,,0,
USW00014819,20030807,SNWD,0,,,0,
USW00014819,20030807,AWND,46,,,B,
USW00094846,20030807,TMAX,267,,,0,2400
USW00094846,20030807,TMIN,189,,,0,2400
USW00094846,20030807,PRCP,0,,,0,2400
USW00094846,20030807,SNOW,0,,,0,
USW00094846,20030807,SNWD,0,,,0,
USW00094846,20030807,AWND,36,,,X,
USW00014819,20030808,TMAX,256,,,0,700
USW00014819,20030808,TMIN,194,,,0,700
USW00014819,20030808,PRCP,3,,,0,700
USW00014819,20030808,SNOW,0,,,0,
USW00014819,20030808,SNWD,0,,,0,
USW00014819,20030808,AWND,55,,,B,
USW00094846,20030808,TMAX,233,,,0,2400
USW00094846,20030808,TMIN,178,,,0,2400
USW00094846,20030808,PRCP,43,,,0,2400
USW00094846,20030808,SNOW,0,,,0,
USW00094846,20030808,SNWD,0,,,0,
USW00094846,20030808,AWND,46,,,X,
USW00014819,20030809,TMAX,250,,,0,700
USW00014819,20030809,TMIN,178,,,0,700
USW00014819,20030809,PRCP,25,,,0,700
USW00014819,20030809,SNOW,0,,,0,
USW00014819,20030809,SNWD,0,,,0,
USW00014819,20030809,AWND,44,,,B,
USW00094846,20030809,TMAX,250,,,0,2400
USW00094846,20030809,TMIN,172,,,0,2400
USW00094846,20030809,PRCP,0,,,0,2400
USW00094846,20030809,SNOW,0,,,0,
USW00094846,20030809,SNWD,0,,,0,
USW00094846,20030809,AWND,38,,,X,
USW00014819,20030810,TMAX,278,,,0,700
USW00014819,20030810,TMIN,172,,,0,700
USW00014819,20030810,PRCP,0,,,0,700
USW00014819,20030810,SNOW,0,,,0,
USW00014819,20030810,SNWD,0,,,0,
USW00014819,20030810,AWND,27,,,B,
USW00094846,20030810,TMAX,294,,,0,2400
USW00094846,20030810,TMIN,161,,,0,2400
USW00094846,20030810,PRCP,0,,,0,2400
USW00094846,20030810,SNOW,0,,,0,
USW00094846,20030810,SNWD,0,,,0,
USW00094846,20030810,AWND,13,,,X,
USW00014819,20030811,TMAX,244,,,0,700
USW00014819,20030811,TMIN,172,,,0,700
USW00014819,20030811,PRCP,79,,,0,700
USW00014819,20030811,SNOW,0,,,0,
USW00014819,20030811,SNWD,0,,,0,
USW00014819,20030811,AWND,44,,,B,
USW00094846,20030811,TMAX,233,,,0,2400
USW00094846,20030811,TMIN,172,,,0,2400
USW00094846,20030811,PRCP,0,T,,0,2400
USW00094846,20030811,SNOW,0,,,0,
USW00094846,20030811,SNWD,0,,,0,
USW00094846,20030811,AWND,45,,,X,
USW00014819,20030812,TMAX,244,,,0,700
USW00014819,20030812,TMIN,200,,,0,700
USW00014819,20030812,PRCP,0,,,0,700
USW00014819,20030812,SNOW,0,,,0,
USW00014819,20030812,SNWD,0,,,0,
USW00014819,20030812,AWND,54,,,B,
USW00094846,20030812,TMAX,239,,,0,2400
USW00094846,20030812,TMIN,194,,,0,2400
USW00094846,20030812,PRCP,0,T,,0,2400
USW00094846,20030812,SNOW,0,,,0,
USW00094846,20030812,SNWD,0,,,0,
USW00094846,20030812,AWND,48,,,X,
USW00014819,20030813,TMAX,272,,,0,700
USW00014819,20030813,TMIN,200,,,0,700
USW00014819,20030813,PRCP,0,,,0,700
USW00014819,20030813,SNOW,0,,,0,
USW00014819,20030813,SNWD,0,,,0,
USW00014819,20030813,AWND,38,,,B,
USW00094846,20030813,TMAX,272,,,0,2400
USW00094846,20030813,TMIN,172,,,0,2400
USW00094846,20030813,PRCP,0,,,0,2400
USW00094846,20030813,SNOW,0,,,0,
USW00094846,20030813,SNWD,0,,,0,
USW00094846,20030813,AWND,28,,,X,
USW00014819,20030814,TMAX,294,,,0,700
USW00014819,20030814,TMIN,217,,,0,700
USW00014819,20030814,PRCP,3,,,0,700
USW00014819,20030814,SNOW,0,,,0,
USW00014819,20030814,SNWD,0,,,0,
USW00014819,20030814,AWND,26,,,B,
USW00094846,20030814,TMAX,300,,,0,2400
USW00094846,20030814,TMIN,194,,,0,2400
USW00094846,20030814,PRCP,25,,,0,2400
USW00094846,20030814,SNOW,0,,,0,
USW00094846,20030814,SNWD,0,,,0,
USW00094846,20030814,AWND,18,,,X,
USW00014819,20030815,TMAX,322,,,0,700
USW00014819,20030815,TMIN,228,,,0,700
USW00014819,20030815,PRCP,0,,,0,700
USW00014819,20030815,SNOW,0,,,0,
USW00014819,20030815,SNWD,0,,,0,
USW00014819,20030815,AWND,31,,,B,
USW00094846,20030815,TMAX,311,,,0,2400
USW00094846,20030815,TMIN,211,,,0,2400
USW00094846,20030815,PRCP,0,T,,0,2400
USW00094846,20030815,SNOW,0,,,0,
USW00094846,20030815,SNWD,0,,,0,
USW00094846,20030815,AWND,21,,,X,
USW00014819,20030816,TMAX,333,,,0,700
USW00014819,20030816,TMIN,233,,,0,700
USW00014819,20030816,PRCP,0,T,,0,700
USW00014819,20030816,SNOW,0,,,0,
USW00014819,20030816,SNWD,0,,,0,
USW00014819,20030816,AWND,42,,,B,
USW00094846,20030816,TMAX,333,,,0,2400
USW00094846,20030816,TMIN,228,,,0,2400
USW00094846,20030816,PRCP,0,T,,0,2400
USW00094846,20030816,SNOW,0,,,0,
USW00094846,20030816,SNWD,0,,,0,
USW00094846,20030816,AWND,33,,,X,
USW00014819,20030817,TMAX,289,,,0,700
USW00014819,20030817,TMIN,228,,,0,700
USW00014819,20030817,PRCP,0,T,,0,700
USW00014819,20030817,SNOW,0,,,0,
USW00014819,20030817,SNWD,0,,,0,
USW00014819,20030817,AWND,45,,,B,
USW00094846,20030817,TMAX,289,,,0,2400
USW00094846,20030817,TMIN,217,,,0,2400
USW00094846,20030817,PRCP,0,,,0,2400
USW00094846,20030817,SNOW,0,,,0,
USW00094846,20030817,SNWD,0,,,0,
USW00094846,20030817,AWND,38,,,X,
USW00014819,20030818,TMAX,289,,,0,700
USW00014819,20030818,TMIN,200,,,0,700
USW00014819,20030818,PRCP,0,,,0,700
USW00014819,20030818,SNOW,0,,,0,
USW00014819,20030818,SNWD,0,,,0,
USW00014819,20030818,AWND,30,,,B,
USW00094846,20030818,TMAX,289,,,0,2400
USW00094846,20030818,TMIN,161,,,0,2400
USW00094846,20030818,PRCP,0,,,0,2400
USW00094846,20030818,SNOW,0,,,0,
USW00094846,20030818,SNWD,0,,,0,
USW00094846,20030818,AWND,23,,,X,
USW00014819,20030819,TMAX,283,,,0,700
USW00014819,20030819,TMIN,183,,,0,700
USW00014819,20030819,PRCP,0,,,0,700
USW00014819,20030819,SNOW,0,,,0,
USW00014819,20030819,SNWD,0,,,0,
USW00014819,20030819,AWND,30,,,B,
USW00094846,20030819,TMAX,283,,,0,2400
USW00094846,20030819,TMIN,150,,,0,2400
USW00094846,20030819,PRCP,0,,,0,2400
USW00094846,20030819,SNOW,0,,,0,
USW00094846,20030819,SNWD,0,,,0,
USW00094846,20030819,AWND,18,,,X,
USW00014819,20030820,TMAX,322,,,0,700
USW00014819,20030820,TMIN,194,,,0,700
USW00014819,20030820,PRCP,0,,,0,700
USW00014819,20030820,SNOW,0,,,0,
USW00014819,20030820,SNWD,0,,,0,
USW00014819,20030820,AWND,42,,,B,
USW00094846,20030820,TMAX,317,,,0,2400
USW00094846,20030820,TMIN,178,,,0,2400
USW00094846,20030820,PRCP,0,,,0,2400
USW00094846,20030820,SNOW,0,,,0,
USW00094846,20030820,SNWD,0,,,0,
USW00094846,20030820,AWND,34,,,X,
USW00014819,20030821,TMAX,361,,,0,700
USW00014819,20030821,TMIN,239,,,0,700
USW00014819,20030821,PRCP,0,,,0,700
USW00014819,20030821,SNOW,0,,,0,
USW00014819,20030821,SNWD,0,,,0,
USW00014819,20030821,AWND,56,,,B,
USW00094846,20030821,TMAX,350,,,0,2400
USW00094846,20030821,TMIN,222,,,0,2400
USW00094846,20030821,PRCP,0,,,0,2400
USW00094846,20030821,SNOW,0,,,0,
USW00094846,20030821,SNWD,0,,,0,
USW00094846,20030821,AWND,50,,,X,
USW00014819,20030822,TMAX,267,,,0,700
USW00014819,20030822,TMIN,200,,,0,700
USW00014819,20030822,PRCP,0,,,0,700
USW00014819,20030822,SNOW,0,,,0,
USW00014819,20030822,SNWD,0,,,0,
USW00014819,20030822,AWND,57,,,B,
USW00094846,20030822,TMAX,267,,,0,2400
USW00094846,20030822,TMIN,167,,,0,2400
USW00094846,20030822,PRCP,0,,,0,2400
USW00094846,20030822,SNOW,0,,,0,
USW00094846,20030822,SNWD,0,,,0,
USW00094846,20030822,AWND,44,,,X,
USW00014819,20030823,TMAX,267,,,0,700
USW00014819,20030823,TMIN,178,,,0,700
USW00014819,20030823,PRCP,0,,,0,700
USW00014819,20030823,SNOW,0,,,0,
USW00014819,20030823,SNWD,0,,,0,
USW00014819,20030823,AWND,31,,,B,
USW00094846,20030823,TMAX,267,,,0,2400
USW00094846,20030823,TMIN,144,,,0,2400
USW00094846,20030823,PRCP,0,,,0,2400
USW00094846,20030823,SNOW,0,,,0,
USW00094846,20030823,SNWD,0,,,0,
USW00094846,20030823,AWND,26,,,X,
USW00014819,20030824,TMAX,306,,,0,700
USW00014819,20030824,TMIN,183,,,0,700
USW00014819,20030824,PRCP,0,,,0,700
USW00014819,20030824,SNOW,0,,,0,
USW00014819,20030824,SNWD,0,,,0,
USW00014819,20030824,AWND,46,,,B,
USW00094846,20030824,TMAX,300,,,0,2400
USW00094846,20030824,TMIN,144,,,0,2400
USW00094846,20030824,PRCP,0,,,0,2400
USW00094846,20030824,SNOW,0,,,0,
USW00094846,20030824,SNWD,0,,,0,
USW00094846,20030824,AWND,38,,,X,
USW00014819,20030825,TMAX,344,,,0,700
USW00014819,20030825,TMIN,222,,,0,700
USW00014819,20030825,PRCP,0,T,,0,700
USW00014819,20030825,SNOW,0,,,0,
USW00014819,20030825,SNWD,0,,,0,
USW00014819,20030825,AWND,41,,,B,
USW00094846,20030825,TMAX,350,,,0,2400
USW00094846,20030825,TMIN,217,,,0,2400
USW00094846,20030825,PRCP,0,,,0,2400
USW00094846,20030825,SNOW,0,,,0,
USW00094846,20030825,SNWD,0,,,0,
USW00094846,20030825,AWND,37,,,X,
USW00014819,20030826,TMAX,333,,,0,700
USW00014819,20030826,TMIN,233,,,0,700
USW00014819,20030826,PRCP,20,,,0,700
USW00014819,20030826,SNOW,0,,,0,
USW00014819,20030826,SNWD,0,,,0,
USW00014819,20030826,AWND,41,,,B,
USW00094846,20030826,TMAX,333,,,0,2400
USW00094846,20030826,TMIN,217,,,0,2400
USW00094846,20030826,PRCP,46,,,0,2400
USW00094846,20030826,SNOW,0,,,0,
USW00094846,20030826,SNWD,0,,,0,
USW00094846,20030826,AWND,32,,,X,
USW00014819,20030827,TMAX,300,,,0,700
USW00014819,20030827,TMIN,206,,,0,700
USW00014819,20030827,PRCP,0,,,0,700
USW00014819,20030827,SNOW,0,,,0,
USW00014819,20030827,SNWD,0,,,0,
USW00014819,20030827,AWND,45,,,B,
USW00094846,20030827,TMAX,272,,,0,2400
USW00094846,20030827,TMIN,189,,,0,2400
USW00094846,20030827,PRCP,0,,,0,2400
USW00094846,20030827,SNOW,0,,,0,
USW00094846,20030827,SNWD,0,,,0,
USW00094846,20030827,AWND,39,,,X,
USW00014819,20030828,TMAX,339,,,0,700
USW00014819,20030828,TMIN,200,,,0,700
USW00014819,20030828,PRCP,0,,,0,700
USW00014819,20030828,SNOW,0,,,0,
USW00014819,20030828,SNWD,0,,,0,
USW00014819,20030828,AWND,46,,,B,
USW00094846,20030828,TMAX,333,,,0,2400
USW00094846,20030828,TMIN,150,,,0,2400
USW00094846,20030828,PRCP,0,,,0,2400
USW00094846,20030828,SNOW,0,,,0,
USW00094846,20030828,SNWD,0,,,0,
USW00094846,20030828,AWND,36,,,X,
USW00014819,20030829,TMAX,267,,,0,700
USW00014819,20030829,TMIN,211,,,0,700
USW00014819,20030829,PRCP,130,,,0,700
USW00014819,20030829,SNOW,0,,,0,
USW00014819,20030829,SNWD,0,,,0,
USW00014819,20030829,AWND,40,,,B,
USW00094846,20030829,TMAX,283,,,0,2400
USW00094846,20030829,TMIN,206,,,0,2400
USW00094846,20030829,PRCP,0,,,0,2400
USW00094846,20030829,SNOW,0,,,0,
USW00094846,20030829,SNWD,0,,,0,
USW00094846,20030829,AWND,34,,,X,
USW00014819,20030830,TMAX,228,,,0,700
USW00014819,20030830,TMIN,189,,,0,700
USW00014819,20030830,PRCP,0,,,0,700
USW00014819,20030830,SNOW,0,,,0,
USW00014819,20030830,SNWD,0,,,0,
USW00014819,20030830,AWND,52,,,B,
USW00094846,20030830,TMAX,233,,,0,2400
USW00094846,20030830,TMIN,167,,,0,2400
USW00094846,20030830,PRCP,0,,,0,2400
USW00094846,20030830,SNOW,0,,,0,
USW00094846,20030830,SNWD,0,,,0,
USW00094846,20030830,AWND,40,,,X,
USW00014819,20030831,TMAX,211,,,0,700
USW00014819,20030831,TMIN,167,,,0,700
USW00014819,20030831,PRCP,117,,,0,700
USW00014819,20030831,SNOW,0,,,0,
USW00014819,20030831,SNWD,0,,,0,
USW00014819,20030831,AWND,41,,,B,
USW00094846,20030831,TMAX,211,,,0,2400
USW00094846,20030831,TMIN,161,,,0,2400
USW00094846,20030831,PRCP,56,,,0,2400
USW00094846,20030831,SNOW,0,,,0,
USW00094846,20030831,SNWD,0,,,0,
USW00094846,20030831,AWND,28,,,X,
USW00014819,20030901,TMAX,189,,,0,700
USW00014819,20030901,TMIN,167,,,0,700
USW00014819,20030901,PRCP,241,,,0,700
USW00014819,20030901,SNOW,0,,,0,
USW00014819,20030901,SNWD,0,,,0,
USW00014819,20030901,AWND,52,,,B,
USW00094846,20030901,TMAX,183,,,0,2400
USW00094846,20030901,TMIN,161,,,0,2400
USW00094846,20030901,PRCP,81,,,0,2400
USW00094846,20030901,SNOW,0,,,0,
USW00094846,20030901,SNWD,0,,,0,
USW00094846,20030901,AWND,44,,,X,
USW00014819,20030902,TMAX,222,,,0,700
USW00014819,20030902,TMIN,172,,,0,700
USW00014819,20030902,PRCP,0,T,,0,700
USW00014819,20030902,SNOW,0,,,0,
USW00014819,20030902,SNWD,0,,,0,
USW00014819,20030902,AWND,34,,,B,
USW00094846,20030902,TMAX,233,,,0,2400
USW00094846,20030902,TMIN,156,,,0,2400
USW00094846,20030902,PRCP,0,,,0,2400
USW00094846,20030902,SNOW,0,,,0,
USW00094846,20030902,SNWD,0,,,0,
USW00094846,20030902,AWND,31,,,X,
USW00014819,20030903,TMAX,278,,,0,700
USW00014819,20030903,TMIN,161,,,0,700
USW00014819,20030903,PRCP,0,,,0,700
USW00014819,20030903,SNOW,0,,,0,
USW00014819,20030903,SNWD,0,,,0,
USW00014819,20030903,AWND,45,,,B,
USW00094846,20030903,TMAX,283,,,0,2400
USW00094846,20030903,TMIN,156,,,0,2400
USW00094846,20030903,PRCP,0,,,0,2400
USW00094846,20030903,SNOW,0,,,0,
USW00094846,20030903,SNWD,0,,,0,
USW00094846,20030903,AWND,41,,,X,
USW00014819,20030904,TMAX,222,,,0,700
USW00014819,20030904,TMIN,150,,,0,700
USW00014819,20030904,PRCP,0,,,0,700
USW00014819,20030904,SNOW,0,,,0,
USW00014819,20030904,SNWD,0,,,0,
USW00014819,20030904,AWND,43,,,B,
USW00094846,20030904,TMAX,222,,,0,2400
USW00094846,20030904,TMIN,111,,,0,2400
USW00094846,20030904,PRCP,0,,,0,2400
USW00094846,20030904,SNOW,0,,,0,
USW00094846,20030904,SNWD,0,,,0,
USW00094846,20030904,AWND,40,,,X,
USW00014819,20030905,TMAX,228,,,0,700
USW00014819,20030905,TMIN,117,,,0,700
USW00014819,20030905,PRCP,0,,,0,700
USW00014819,20030905,SNOW,0,,,0,
USW00014819,20030905,SNWD,0,,,0,
USW00014819,20030905,AWND,25,,,B,
USW00094846,20030905,TMAX,239,,,0,2400
USW00094846,20030905,TMIN,89,,,0,2400
USW00094846,20030905,PRCP,0,,,0,2400
USW00094846,20030905,SNOW,0,,,0,
USW00094846,20030905,SNWD,0,,,0,
USW00094846,20030905,AWND,17,,,X,
USW00014819,20030906,TMAX,267,,,0,700
USW00014819,20030906,TMIN,122,,,0,700
USW00014819,20030906,PRCP,0,,,0,700
USW00014819,20030906,SNOW,0,,,0,
USW00014819,20030906,SNWD,0,,,0,
USW00014819,20030906,AWND,26,,,B,
USW00094846,20030906,TMAX,272,,,0,2400
USW00094846,20030906,TMIN,100,,,0,2400
USW00094846,20030906,PRCP,0,,,0,2400
USW00094846,20030906,SNOW,0,,,0,
USW00094846,20030906,SNWD,0,,,0,
USW00094846,20030906,AWND,20,,,X,
USW00014819,20030907,TMAX,294,,,0,700
USW00014819,20030907,TMIN,161,,,0,700
USW00014819,20030907,PRCP,0,,,0,700
USW00014819,20030907,SNOW,0,,,0,
USW00014819,20030907,SNWD,0,,,0,
USW00014819,20030907,AWND,30,,,B,
USW00094846,20030907,TMAX,300,,,0,2400
USW00094846,20030907,TMIN,156,,,0,2400
USW00094846,20030907,PRCP,0,,,0,2400
USW00094846,20030907,SNOW,0,,,0,
USW00094846,20030907,SNWD,0,,,0,
USW00094846,20030907,AWND,20,,,X,
USW00014819,20030908,TMAX,278,,,0,700
USW00014819,20030908,TMIN,189,,,0,700
USW00014819,20030908,PRCP,0,,,0,700
USW00014819,20030908,SNOW,0,,,0,
USW00014819,20030908,SNWD,0,,,0,
USW00014819,20030908,AWND,21,,,B,
USW00094846,20030908,TMAX,289,,,0,2400
USW00094846,20030908,TMIN,150,,,0,2400
USW00094846,20030908,PRCP,0,,,0,2400
USW00094846,20030908,SNOW,0,,,0,
USW00094846,20030908,SNWD,0,,,0,
USW00094846,20030908,AWND,11,,,X,
USW00014819,20030909,TMAX,272,,,0,700
USW00014819,20030909,TMIN,194,,,0,700
USW00014819,20030909,PRCP,0,,,0,700
USW00014819,20030909,SNOW,0,,,0,
USW00014819,20030909,SNWD,0,,,0,
USW00014819,20030909,AWND,31,,,B,
USW00094846,20030909,TMAX,278,,,0,2400
USW00094846,20030909,TMIN,167,,,0,2400
USW00094846,20030909,PRCP,0,,,0,2400
USW00094846,20030909,SNOW,0,,,0,
USW00094846,20030909,SNWD,0,,,0,
USW00094846,20030909,AWND,21,,,X,
USW00014819,20030910,TMAX,278,,,0,700
USW00014819,20030910,TMIN,183,,,0,700
USW00014819,20030910,PRCP,0,,,0,700
USW00014819,20030910,SNOW,0,,,0,
USW00014819,20030910,SNWD,0,,,0,
USW00014819,20030910,AWND,38,,,B,
USW00094846,20030910,TMAX,283,,,0,2400
USW00094846,20030910,TMIN,161,,,0,2400
USW00094846,20030910,PRCP,0,,,0,2400
USW00094846,20030910,SNOW,0,,,0,
USW00094846,20030910,SNWD,0,,,0,
USW00094846,20030910,AWND,37,,,X,
USW00014819,20030911,TMAX,289,,,0,700
USW00014819,20030911,TMIN,200,,,0,700
USW00014819,20030911,PRCP,0,,,0,700
USW00014819,20030911,SNOW,0,,,0,
USW00014819,20030911,SNWD,0,,,0,
USW00014819,20030911,AWND,49,,,B,
USW00094846,20030911,TMAX,289,,,0,2400
USW00094846,20030911,TMIN,172,,,0,2400
USW00094846,20030911,PRCP,0,,,0,2400
USW00094846,20030911,SNOW,0,,,0,
USW00094846,20030911,SNWD,0,,,0,
USW00094846,20030911,AWND,51,,,X,
USW00014819,20030912,TMAX,278,,,0,700
USW00014819,20030912,TMIN,178,,,0,700
USW00014819,20030912,PRCP,13,,,0,700
USW00014819,20030912,SNOW,0,,,0,
USW00014819,20030912,SNWD,0,,,0,
USW00014819,20030912,AWND,45,,,B,
USW00094846,20030912,TMAX,283,,,0,2400
USW00094846,20030912,TMIN,161,,,0,2400
USW00094846,20030912,PRCP,13,,,0,2400
USW00094846,20030912,SNOW,0,,,0,
USW00094846,20030912,SNWD,0,,,0,
USW00094846,20030912,AWND,44,,,X,
USW00014819,20030913,TMAX,300,,,0,700
USW00014819,20030913,TMIN,211,,,0,700
USW00014819,20030913,PRCP,3,,,0,700
USW00014819,20030913,SNOW,0,,,0,
USW00014819,20030913,SNWD,0,,,0,
USW00014819,20030913,AWND,46,,,B,
USW00094846,20030913,TMAX,278,,,0,2400
USW00094846,20030913,TMIN,200,,,0,2400
USW00094846,20030913,PRCP,5,,,0,2400
USW00094846,20030913,SNOW,0,,,0,
USW00094846,20030913,SNWD,0,,,0,
USW00094846,20030913,AWND,36,,,X,
USW00014819,20030914,TMAX,239,,,0,700
USW00014819,20030914,TMIN,161,,,0,700
USW00014819,20030914,PRCP,168,,,0,700
USW00014819,20030914,SNOW,0,,,0,
USW00014819,20030914,SNWD,0,,,0,
USW00014819,20030914,AWND,40,,,B,
USW00094846,20030914,TMAX,239,,,0,2400
USW00094846,20030914,TMIN,144,,,0,2400
USW00094846,20030914,PRCP,135,,,0,2400
USW00094846,20030914,SNOW,0,,,0,
USW00094846,20030914,SNWD,0,,,0,
USW00094846,20030914,AWND,37,,,X,
USW00014819,20030915,TMAX,239,,,0,700
USW00014819,20030915,TMIN,133,,,0,700
USW00014819,20030915,PRCP,0,,,0,700
USW00014819,20030915,SNOW,0,,,0,
USW00014819,20030915,SNWD,0,,,0,
USW00014819,20030915,AWND,36,,,B,
USW00094846,20030915,TMAX,233,,,0,2400
USW00094846,20030915,TMIN,111,,,0,2400
USW00094846,20030915,PRCP,0,,,0,2400
USW00094846,20030915,SNOW,0,,,0,
USW00094846,20030915,SNWD,0,,,0,
USW00094846,20030915,AWND,36,,,X,
USW00014819,20030916,TMAX,283,,,0,700
USW00014819,20030916,TMIN,139,,,0,700
USW00014819,20030916,PRCP,0,,,0,700
USW00014819,20030916,SNOW,0,,,0,
USW00014819,20030916,SNWD,0,,,0,
USW00014819,20030916,AWND,36,,,B,
USW00094846,20030916,TMAX,278,,,0,2400
USW00094846,20030916,TMIN,100,,,0,2400
USW00094846,20030916,PRCP,0,,,0,2400
USW00094846,20030916,SNOW,0,,,0,
USW00094846,20030916,SNWD,0,,,0,
USW00094846,20030916,AWND,29,,,X,
USW00014819,20030917,TMAX,278,,,0,700
USW00014819,20030917,TMIN,161,,,0,700
USW00014819,20030917,PRCP,0,,,0,700
USW00014819,20030917,SNOW,0,,,0,
USW00014819,20030917,SNWD,0,,,0,
USW00014819,20030917,AWND,43,,,B,
USW00094846,20030917,TMAX,278,,,0,2400
USW00094846,20030917,TMIN,117,,,0,2400
USW00094846,20030917,PRCP,0,,,0,2400
USW00094846,20030917,SNOW,0,,,0,
USW00094846,20030917,SNWD,0,,,0,
USW00094846,20030917,AWND,36,,,X,
USW00014819,20030918,TMAX,267,,,0,700
USW00014819,20030918,TMIN,161,,,0,700
USW00014819,20030918,PRCP,0,,,0,700
USW00014819,20030918,SNOW,0,,,0,
USW00014819,20030918,SNWD,0,,,0,
USW00014819,20030918,AWND,39,,,B,
USW00094846,20030918,TMAX,272,,,0,2400
USW00094846,20030918,TMIN,122,,,0,2400
USW00094846,20030918,PRCP,0,,,0,2400
USW00094846,20030918,SNOW,0,,,0,
USW00094846,20030918,SNWD,0,,,0,
USW00094846,20030918,AWND,38,,,X,
USW00014819,20030919,TMAX,200,,,0,700
USW00014819,20030919,TMIN,117,,,0,700
USW00014819,20030919,PRCP,0,T,,0,700
USW00014819,20030919,SNOW,0,,,0,
USW00014819,20030919,SNWD,0,,,0,
USW00014819,20030919,AWND,52,,,B,
USW00094846,20030919,TMAX,194,,,0,2400
USW00094846,20030919,TMIN,89,,,0,2400
USW00094846,20030919,PRCP,0,T,,0,2400
USW00094846,20030919,SNOW,0,,,0,
USW00094846,20030919,SNWD,0,,,0,
USW00094846,20030919,AWND,51,,,X,
USW00014819,20030920,TMAX,211,,,0,700
USW00014819,20030920,TMIN,78,,,0,700
USW00014819,20030920,PRCP,0,,,0,700
USW00014819,20030920,SNOW,0,,,0,
USW00014819,20030920,SNWD,0,,,0,
USW00014819,20030920,AWND,24,,,B,
USW00094846,20030920,TMAX,217,,,0,2400
USW00094846,20030920,TMIN,50,,,0,2400
USW00094846,20030920,PRCP,0,,,0,2400
USW00094846,20030920,SNOW,0,,,0,
USW00094846,20030920,SNWD,0,,,0,
USW00094846,20030920,AWND,21,,,X,
USW00014819,20030921,TMAX,250,,,0,700
USW00014819,20030921,TMIN,117,,,0,700
USW00014819,20030921,PRCP,25,,,0,700
